pl_name,hostname,discovery_year,discovery_method,orbital_period_days,radius_earth,mass_earth,semi_major_axis_au,stellar_temp_k,stellar_radius_solar,stellar_mass_solar,distance_pc,hz_inner_au,hz_outer_au,potentially_habitable,consortium
PYC-2010-0807,PYC Star 405,2010,Transit,262.114,4.975,104.041,0.7517,4974.0,0.974,0.825,18.8,0.542,1.278,0,TESS
PYC-2013-0808,PYC Star 057,2013,Transit,2707.851,1.061,1.001,4.105,4204.0,0.597,1.259,130.3,0.237,0.559,0,TESS
PYC-2009-0809,PYC Star 537,2009,Pulsar Timing,54.481,2.519,13.577,0.3172,5796.0,0.663,1.434,22.2,0.501,1.181,0,WASP
PYC-2016-0810,PYC Star 187,2016,Transit,170.252,6.386,90.921,0.5531,5315.0,0.791,0.779,123.1,0.502,1.185,0,Kepler
PYC-2013-0811,PYC Star 554,2013,Transit,289.376,1.961,10.041,0.6782,5083.0,0.738,0.497,419.7,0.429,1.012,0,HIRES
PYC-2007-0812,PYC Star 336,2007,Pulsar Timing,336.319,1.637,1.611,0.7648,3764.0,0.511,0.528,11.9,0.162,0.383,0,Kepler
PYC-2002-0813,PYC Star 251,2002,Transit,0.497,2.14,10.872,0.0127,5785.0,0.873,1.096,46.9,0.656,1.549,0,Gaia
PYC-2011-0814,PYC Star 131,2011,Transit,1.247,9.779,378.927,0.0271,5481.0,0.494,1.714,24.4,0.333,0.787,0,Kepler
PYC-2018-0815,PYC Star 346,2018,Radial Velocity,3.051,4.966,104.508,0.0354,5713.0,1.379,0.634,145.4,1.012,2.387,0,Kepler
PYC-2006-0816,PYC Star 063,2006,Radial Velocity,4.509,1.411,1.657,0.0517,4833.0,1.457,0.909,137.2,0.765,1.805,0,Kepler
PYC-2012-0817,PYC Star 225,2012,Transit,1289.488,4.498,52.159,2.2262,4733.0,0.573,0.885,147.1,0.288,0.68,0,K2
PYC-1998-0818,PYC Star 417,1998,Transit,252.46,0.956,0.917,0.9781,4636.0,0.652,1.959,122.7,0.315,0.743,0,TESS
PYC-2012-0819,PYC Star 569,2012,Transit,1.436,0.938,1.052,0.0324,6851.0,0.744,2.205,3.1,0.785,1.851,0,CoRoT
PYC-2005-0820,PYC Star 414,2005,Transit,17.956,1.963,3.419,0.141,4312.0,0.887,1.16,99.1,0.371,0.875,0,OGLE
PYC-2023-0821,PYC Star 092,2023,Transit,3.501,1.631,4.902,0.0501,3732.0,1.01,1.369,7.1,0.316,0.746,0,TESS
PYC-1998-0822,PYC Star 649,1998,Transit,657.404,2.612,4.822,1.6378,4464.0,1.109,1.356,360.7,0.496,1.171,0,TESS
PYC-2019-0823,PYC Star 381,2019,Transit,1440.72,7.388,129.742,2.1501,4320.0,1.097,0.639,9.7,0.46,1.085,0,K2
PYC-1998-0824,PYC Star 564,1998,Radial Velocity,1.733,1.452,1.207,0.0306,5934.0,1.811,1.277,313.7,1.433,3.381,0,WASP
PYC-2015-0825,PYC Star 880,2015,Transit,16.455,2.008,9.268,0.1124,3580.0,0.925,0.7,14.5,0.266,0.628,0,HIRES
PYC-2015-0826,PYC Star 044,2015,Transit,1969.526,1.256,2.211,3.0141,4295.0,0.501,0.942,37.2,0.208,0.49,0,K2
PYC-2012-0827,PYC Star 889,2012,Transit,140.709,1.768,5.525,0.6047,4971.0,0.436,1.49,28.0,0.242,0.572,0,K2
PYC-2014-0828,PYC Star 856,2014,Radial Velocity,924.674,7.61,408.728,1.8751,5941.0,1.879,1.029,51.1,1.49,3.517,0,K2
PYC-1999-0829,PYC Star 466,1999,Transit,9.731,1.782,3.836,0.1014,5442.0,1.132,1.471,249.5,0.753,1.777,0,Kepler
PYC-2011-0830,PYC Star 025,2011,Transit,2.598,3.399,32.652,0.043,6257.0,0.988,1.576,41.2,0.869,2.05,0,TESS
PYC-1998-0831,PYC Star 223,1998,Transit,190.943,1.522,3.078,0.5287,5111.0,1.102,0.541,88.2,0.646,1.526,0,Kepler
PYC-2005-0832,PYC Star 204,2005,Transit,1.363,10.123,393.613,0.0187,4617.0,0.967,0.467,35.1,0.463,1.093,0,OGLE
PYC-2006-0833,PYC Star 525,2006,Transit,719.004,14.629,2057.204,1.7988,5570.0,1.094,1.502,18.0,0.762,1.799,0,Kepler
PYC-2017-0834,PYC Star 622,2017,Radial Velocity,336.589,2.858,43.426,1.0896,3570.0,0.761,1.523,72.3,0.218,0.514,0,Kepler
PYC-2006-0835,PYC Star 440,2006,Transit,6.076,3.153,15.96,0.0671,3261.0,1.447,1.094,170.9,0.346,0.816,0,Kepler
PYC-1999-0836,PYC Star 320,1999,Radial Velocity,34.245,2.774,21.534,0.216,5679.0,0.711,1.147,28.3,0.515,1.215,0,K2
PYC-2007-0837,PYC Star 039,2007,Transit Timing Variations,500.018,1.212,1.932,1.3683,4990.0,0.599,1.367,44.1,0.335,0.791,0,HAT-P
PYC-2022-0838,PYC Star 845,2022,Transit,1678.397,2.681,15.334,3.0608,5668.0,0.421,1.358,29.1,0.303,0.716,0,HIRES
PYC-2005-0839,PYC Star 890,2005,Transit,9.262,1.18,1.74,0.0833,4033.0,0.809,0.899,129.7,0.295,0.697,0,TESS
PYC-2012-0840,PYC Star 030,2012,Transit,460.603,1.644,3.081,1.3049,5956.0,1.592,1.397,62.6,1.269,2.995,1,Kepler
PYC-2023-0841,PYC Star 295,2023,Radial Velocity,2.268,7.475,31.11,0.0324,5403.0,0.733,0.886,37.6,0.48,1.134,0,WASP
PYC-2025-0842,PYC Star 884,2025,Transit,1268.625,0.869,1.495,2.3596,4772.0,0.484,1.089,707.3,0.248,0.584,0,WASP
PYC-2019-0843,PYC Star 359,2019,Transit,182.524,6.799,103.139,0.6446,4987.0,1.023,1.073,188.9,0.572,1.349,0,WASP
PYC-2023-0844,PYC Star 560,2023,Transit,1.563,1.162,1.309,0.0238,5112.0,0.671,0.74,52.2,0.394,0.93,0,TESS
PYC-2012-0845,PYC Star 462,2012,Radial Velocity,294.403,3.898,30.777,0.7942,4029.0,1.806,0.771,188.4,0.659,1.555,0,TESS
PYC-2024-0846,PYC Star 570,2024,Transit,255.757,1.436,1.731,1.0233,4453.0,1.46,2.186,465.1,0.65,1.535,1,Kepler
PYC-2004-0847,PYC Star 792,2004,Transit,300.96,5.721,105.091,0.7921,5098.0,0.508,0.732,8.3,0.297,0.7,0,Kepler
PYC-2021-0848,PYC Star 342,2021,Transit,8.679,3.926,34.252,0.0863,4417.0,0.832,1.138,76.8,0.365,0.861,0,SPITZER
PYC-2004-0849,PYC Star 719,2004,Imaging,294.328,4.428,33.461,0.9266,3478.0,0.641,1.225,46.6,0.174,0.411,0,Kepler
PYC-2022-0850,PYC Star 411,2022,Transit,638.366,1.529,3.248,1.4418,5065.0,0.534,0.981,136.4,0.308,0.726,0,K2
PYC-2013-0851,PYC Star 185,2013,Transit,8.855,10.918,491.979,0.0906,5552.0,0.878,1.265,318.7,0.608,1.434,0,Kepler
PYC-2004-0852,PYC Star 068,2004,Radial Velocity,2.558,0.485,0.242,0.038,5762.0,1.301,1.122,133.2,0.97,2.289,0,Kepler
PYC-1999-0853,PYC Star 645,1999,Microlensing,1103.187,7.543,97.847,1.8878,5279.0,0.868,0.737,191.2,0.543,1.282,0,SPITZER
PYC-2004-0854,PYC Star 542,2004,Transit,101.692,5.092,46.039,0.4539,5536.0,0.713,1.207,128.4,0.491,1.159,0,Kepler
PYC-2019-0855,PYC Star 787,2019,Transit,24.327,9.088,446.225,0.1542,5689.0,0.333,0.826,179.7,0.242,0.572,0,TESS
PYC-2008-0856,PYC Star 212,2008,Radial Velocity,1025.939,3.634,20.796,2.439,4872.0,0.667,1.839,117.6,0.356,0.839,0,OGLE
PYC-2000-0857,PYC Star 643,2000,Radial Velocity,1.346,1.547,1.978,0.0251,2893.0,1.154,1.162,17.7,0.217,0.512,0,Kepler
PYC-2017-0858,PYC Star 022,2017,Transit,553.509,2.004,4.537,1.2159,5844.0,0.492,0.783,106.1,0.377,0.891,0,Kepler
PYC-2022-0859,PYC Star 126,2022,Transit,31.917,7.436,175.226,0.2049,3996.0,1.603,1.127,2.2,0.575,1.357,0,K2
PYC-2004-0860,PYC Star 535,2004,Radial Velocity,0.585,0.937,0.805,0.0123,3782.0,0.692,0.723,2.9,0.222,0.525,0,Kepler
PYC-2017-0861,PYC Star 485,2017,Radial Velocity,2349.599,0.817,0.532,3.5645,3807.0,0.982,1.094,222.4,0.32,0.755,0,Kepler
PYC-1999-0862,PYC Star 533,1999,Radial Velocity,414.111,2.82,8.855,1.059,7036.0,0.752,0.924,1.4,0.836,1.974,1,TESS
PYC-2010-0863,PYC Star 754,2010,Transit,2.718,2.925,23.974,0.0346,5196.0,0.53,0.749,26.2,0.322,0.759,0,Kepler
PYC-2010-0864,PYC Star 750,2010,Transit,1518.577,1.344,4.189,2.3444,3863.0,1.097,0.745,4.4,0.368,0.868,0,CoRoT
PYC-2008-0865,PYC Star 176,2008,Radial Velocity,1684.928,13.768,351.756,3.6816,4185.0,0.688,2.345,164.8,0.271,0.639,0,HIRES
PYC-1995-0866,PYC Star 183,1995,Radial Velocity,505.724,12.505,327.383,1.2556,4799.0,0.619,1.033,21.6,0.32,0.755,0,Kepler
PYC-2018-0867,PYC Star 485,2018,Radial Velocity,1.244,1.286,3.174,0.0215,5288.0,0.309,0.86,45.3,0.194,0.458,0,Kepler
PYC-2014-0868,PYC Star 861,2014,Transit,2.11,1.274,4.111,0.03,5051.0,1.617,0.809,61.0,0.927,2.188,0,Kepler
PYC-2016-0869,PYC Star 602,2016,Transit,334.183,1.213,0.57,0.9957,3964.0,0.902,1.179,36.8,0.319,0.752,0,Kepler
PYC-2008-0870,PYC Star 132,2008,Radial Velocity,1390.315,14.492,1570.326,2.2629,5085.0,1.481,0.8,27.5,0.86,2.03,0,K2
PYC-2013-0871,PYC Star 572,2013,Transit,2.724,1.16,3.334,0.0336,4250.0,1.19,0.682,29.0,0.483,1.139,0,TESS
PYC-2008-0872,PYC Star 305,2008,Transit Timing Variations,24.423,1.254,1.169,0.1641,5742.0,1.481,0.989,197.7,1.097,2.589,0,Kepler
PYC-2020-0873,PYC Star 096,2020,Transit,1.592,6.044,236.867,0.0266,4851.0,0.698,0.986,164.4,0.369,0.871,0,K2
PYC-2009-0874,PYC Star 641,2009,Transit,28.469,4.247,39.3,0.1738,4117.0,0.485,0.864,203.8,0.185,0.436,0,Kepler
PYC-2022-0875,PYC Star 250,2022,Radial Velocity,123.566,6.345,142.758,0.4376,5420.0,1.269,0.732,174.6,0.837,1.976,0,WASP
PYC-2013-0876,PYC Star 698,2013,Transit,0.472,5.707,64.622,0.0113,5145.0,0.954,0.872,14.8,0.567,1.339,0,K2
PYC-2007-0877,PYC Star 497,2007,Transit,124.006,1.908,8.851,0.4607,4373.0,0.73,0.848,373.9,0.313,0.74,1,HAT-P
PYC-2011-0878,PYC Star 402,2011,Transit,120.54,12.623,1107.178,0.4448,5457.0,1.257,0.808,13.2,0.841,1.985,0,TESS
PYC-2006-0879,PYC Star 188,2006,Transit,23.187,1.106,3.081,0.1644,5366.0,1.034,1.102,149.4,0.669,1.578,0,K2
PYC-2011-0880,PYC Star 263,2011,Transit,1179.773,8.321,507.373,2.8332,5882.0,1.2,2.18,11.4,0.932,2.201,0,CoRoT
PYC-2006-0881,PYC Star 301,2006,Transit,1.332,2.171,7.474,0.0277,5439.0,0.568,1.594,95.9,0.378,0.891,0,Kepler
PYC-2008-0882,PYC Star 624,2008,Microlensing,0.632,3.472,120.316,0.0181,4607.0,1.397,1.973,9.1,0.666,1.573,0,WASP
PYC-2016-0883,PYC Star 374,2016,Transit,33.376,0.302,0.088,0.1899,3279.0,0.898,0.82,137.9,0.217,0.512,0,K2
PYC-2012-0884,PYC Star 031,2012,Transit,46.516,1.445,3.41,0.3077,4968.0,1.466,1.797,152.1,0.813,1.919,0,TESS
PYC-2013-0885,PYC Star 013,2013,Transit,4.32,2.038,3.866,0.0533,5108.0,1.391,1.083,21.5,0.815,1.925,0,TESS
PYC-2018-0886,PYC Star 247,2018,Transit,2130.229,3.98,16.888,3.6352,4846.0,1.226,1.412,1.5,0.647,1.526,0,TESS
PYC-2006-0887,PYC Star 459,2006,Transit,3.848,10.359,211.875,0.0507,2500.0,0.856,1.174,7.8,0.12,0.284,0,WASP
PYC-2011-0888,PYC Star 300,2011,Transit,4.456,4.119,24.875,0.0509,5411.0,1.239,0.887,66.3,0.815,1.923,0,Kepler
PYC-2009-0889,PYC Star 895,2009,Transit,555.498,0.634,0.608,1.4383,3979.0,1.484,1.286,79.1,0.528,1.245,0,TESS
PYC-1998-0890,PYC Star 208,1998,Transit,1506.809,4.208,53.489,2.722,5417.0,1.183,1.185,27.8,0.78,1.84,0,Kepler
PYC-2004-0891,PYC Star 368,2004,Microlensing,47.823,4.173,30.2,0.2098,6331.0,0.986,0.539,167.3,0.888,2.095,0,Kepler
PYC-2011-0892,PYC Star 358,2011,Transit,0.474,8.699,258.916,0.0117,4572.0,1.24,0.957,39.6,0.582,1.374,0,Kepler
PYC-2021-0893,PYC Star 247,2021,Transit,9.537,9.325,291.841,0.0974,5195.0,0.71,1.357,317.1,0.431,1.016,0,TESS
PYC-2002-0894,PYC Star 794,2002,Radial Velocity,2.95,0.419,0.155,0.0416,4830.0,1.779,1.102,43.8,0.932,2.2,0,TESS
PYC-1996-0895,PYC Star 228,1996,Radial Velocity,38.22,10.814,314.468,0.2346,5273.0,0.422,1.179,40.6,0.264,0.622,0,OGLE
PYC-2013-0896,PYC Star 010,2013,Transit,176.631,3.132,23.17,0.5644,4893.0,0.914,0.769,101.0,0.492,1.16,0,TESS
PYC-2024-0897,PYC Star 464,2024,Transit,13.267,2.606,14.021,0.113,4335.0,0.75,1.094,393.8,0.316,0.747,0,HAT-P
PYC-2017-0898,PYC Star 571,2017,Transit,48.346,1.934,3.635,0.2568,3986.0,0.675,0.967,22.9,0.241,0.568,1,KMT
PYC-2004-0899,PYC Star 410,2004,Transit,352.018,1.484,6.179,0.9528,6231.0,1.032,0.931,167.1,0.901,2.126,1,Kepler
PYC-2009-0900,PYC Star 379,2009,Transit,3.597,8.939,256.547,0.0424,5195.0,0.542,0.788,17.0,0.329,0.776,0,WASP
PYC-2006-0901,PYC Star 775,2006,Transit,2.299,2.82,9.017,0.0379,5547.0,2.37,1.377,44.2,1.639,3.867,0,K2
PYC-2015-0902,PYC Star 337,2015,Transit,529.596,0.932,1.274,1.3337,5159.0,0.49,1.129,46.3,0.293,0.691,0,Kepler
PYC-2019-0903,PYC Star 575,2019,Transit,0.557,2.14,7.425,0.0136,5678.0,0.587,1.089,213.6,0.425,1.003,0,Other
PYC-2014-0904,PYC Star 753,2014,Imaging,1.533,1.55,3.836,0.0331,3994.0,0.562,2.05,90.8,0.201,0.475,0,Kepler
PYC-2025-0905,PYC Star 359,2025,Transit,0.447,2.249,4.547,0.0121,4875.0,0.984,1.18,2.6,0.525,1.24,0,HIRES
PYC-2009-0906,PYC Star 487,2009,Transit,56.782,14.203,1488.126,0.3326,5255.0,1.421,1.522,177.9,0.881,2.08,0,OGLE
PYC-2019-0907,PYC Star 347,2019,Transit,84.611,3.54,79.251,0.3894,5963.0,1.14,1.1,64.9,0.911,2.15,0,KMT
PYC-2012-0908,PYC Star 553,2012,Transit,45.692,1.172,0.804,0.24,7206.0,1.746,0.884,285.0,2.036,4.806,0,TESS
PYC-2007-0909,PYC Star 492,2007,Transit,16.12,6.693,167.332,0.1104,5167.0,0.62,0.69,26.7,0.372,0.878,0,TESS
PYC-2006-0910,PYC Star 767,2006,Radial Velocity,44.883,10.175,281.248,0.2542,4205.0,1.211,1.088,42.7,0.481,1.135,0,TESS
PYC-1997-0911,PYC Star 228,1997,Radial Velocity,2.257,5.023,254.96,0.0247,3724.0,0.785,0.394,70.0,0.245,0.577,0,TESS
PYC-2000-0912,PYC Star 146,2000,Radial Velocity,636.504,12.631,1358.104,1.4949,3986.0,0.997,1.1,104.0,0.356,0.84,0,KMT
PYC-2017-0913,PYC Star 381,2017,Transit Timing Variations,2527.059,0.618,0.33,3.767,4103.0,1.482,1.117,49.0,0.561,1.323,0,K2
PYC-2020-0914,PYC Star 551,2020,Transit Timing Variations,49.774,9.385,182.671,0.2582,2500.0,0.42,0.927,348.3,0.059,0.139,0,TESS
PYC-2007-0915,PYC Star 257,2007,Microlensing,11.29,7.838,129.081,0.0974,4192.0,2.205,0.968,13.0,0.87,2.054,0,Other
PYC-2005-0916,PYC Star 898,2005,Transit,468.022,0.397,0.131,1.0195,5445.0,0.843,0.645,18.0,0.562,1.325,1,K2
PYC-2012-0917,PYC Star 464,2012,Transit,2.24,3.601,14.152,0.0394,4868.0,0.437,1.624,1.0,0.233,0.549,0,OGLE
PYC-1997-0918,PYC Star 730,1997,Transit,7.0,1.505,1.487,0.0688,4567.0,0.659,0.889,144.0,0.309,0.729,0,Kepler
PYC-1998-0919,PYC Star 492,1998,Transit,1756.072,0.676,0.362,2.5432,3340.0,0.942,0.712,79.0,0.236,0.557,0,Kepler
PYC-2011-0920,PYC Star 354,2011,Transit,2.108,12.081,695.697,0.0343,5745.0,0.659,1.21,348.6,0.489,1.153,0,TESS
PYC-2008-0921,PYC Star 762,2008,Radial Velocity,1.088,1.009,1.237,0.021,5261.0,0.358,1.04,292.4,0.223,0.525,0,TESS
PYC-2018-0922,PYC Star 142,2018,Transit,52.386,3.114,15.383,0.2628,4788.0,0.94,0.882,14.1,0.484,1.143,0,HAT-P
PYC-2014-0923,PYC Star 226,2014,Transit,75.568,1.67,6.012,0.3314,2818.0,0.65,0.85,106.8,0.116,0.274,0,Kepler
PYC-2012-0924,PYC Star 688,2012,Transit,82.424,14.886,727.882,0.3704,4358.0,1.206,0.998,713.7,0.515,1.215,0,Kepler
PYC-2015-0925,PYC Star 814,2015,Transit,1.735,3.318,30.931,0.0331,5190.0,0.556,1.602,45.2,0.337,0.795,0,KMT
PYC-2013-0926,PYC Star 262,2013,Transit,249.195,2.939,18.356,0.8186,4774.0,2.49,1.179,152.2,1.275,3.009,0,TESS
PYC-2015-0927,PYC Star 482,2015,Radial Velocity,3.475,5.845,133.09,0.0447,4973.0,1.134,0.988,78.4,0.63,1.487,0,TESS
PYC-2010-0928,PYC Star 438,2010,Transit,1888.059,11.588,1054.56,3.3022,5417.0,0.983,1.348,243.6,0.648,1.53,0,Kepler
PYC-2004-0929,PYC Star 654,2004,Radial Velocity,3.058,3.07,14.718,0.0414,4939.0,1.191,1.01,1.0,0.653,1.541,0,SPITZER
PYC-2000-0930,PYC Star 449,2000,Transit,0.467,1.344,1.549,0.0123,5385.0,0.397,1.151,30.5,0.258,0.61,0,HIRES
PYC-2018-0931,PYC Star 550,2018,Transit,63.459,1.471,1.174,0.3169,4041.0,0.72,1.054,53.7,0.264,0.623,1,TESS
PYC-2006-0932,PYC Star 602,2006,Transit,2.444,5.168,26.075,0.038,3700.0,2.008,1.229,384.5,0.617,1.457,0,Kepler
PYC-2011-0933,PYC Star 746,2011,Radial Velocity,109.099,1.971,5.348,0.4243,5230.0,0.779,0.856,2.4,0.479,1.13,0,Other
PYC-2014-0934,PYC Star 125,2014,Radial Velocity,3.092,13.079,758.197,0.0364,5414.0,0.875,0.671,193.9,0.576,1.36,0,HIRES
PYC-2015-0935,PYC Star 597,2015,Transit,18.235,1.117,0.774,0.1507,5267.0,0.73,1.374,1.0,0.455,1.073,0,TESS
PYC-2019-0936,PYC Star 163,2019,Microlensing,1.985,7.017,102.531,0.0368,4918.0,1.74,1.693,201.0,0.945,2.231,0,CoRoT
PYC-2010-0937,PYC Star 010,2010,Transit,18.354,9.383,722.627,0.1199,4508.0,0.806,0.682,6.8,0.368,0.869,0,TESS
PYC-2006-0938,PYC Star 645,2006,Radial Velocity,1.352,8.039,349.724,0.0244,4990.0,0.512,1.065,39.9,0.287,0.676,0,Kepler
PYC-2015-0939,PYC Star 351,2015,Transit,8.161,2.979,9.093,0.0753,5141.0,2.872,0.855,111.5,1.706,4.025,0,WASP
PYC-2005-0940,PYC Star 645,2005,Transit,2.36,11.398,448.47,0.0385,5195.0,0.485,1.362,20.8,0.294,0.694,0,WASP
PYC-2018-0941,PYC Star 844,2018,Radial Velocity,581.44,2.912,19.726,1.4032,7146.0,0.861,1.09,17.5,0.988,2.332,0,TESS
PYC-2012-0942,PYC Star 116,2012,Transit,268.134,1.417,1.811,1.1998,3971.0,0.616,3.205,171.3,0.218,0.515,0,OGLE
PYC-2005-0943,PYC Star 406,2005,Transit,1.772,0.899,0.506,0.0277,7703.0,0.656,0.9,92.3,0.875,2.065,0,TESS
PYC-2009-0944,PYC Star 089,2009,Transit,0.838,9.15,266.813,0.0208,3669.0,0.559,1.713,100.4,0.169,0.399,0,KMT
PYC-2019-0945,PYC Star 745,2019,Transit,0.503,9.111,539.201,0.015,5147.0,0.706,1.772,113.2,0.42,0.991,0,Kepler
PYC-2000-0946,PYC Star 899,2000,Transit,3.023,1.545,5.592,0.0435,3725.0,1.401,1.205,155.8,0.437,1.031,0,Other
PYC-1996-0947,PYC Star 782,1996,Radial Velocity,29.025,6.096,76.101,0.1856,5076.0,0.382,1.013,108.2,0.221,0.522,0,Kepler
PYC-2008-0948,PYC Star 894,2008,Radial Velocity,14.179,4.708,70.691,0.1159,5684.0,1.587,1.034,158.6,1.152,2.719,0,Kepler
PYC-2013-0949,PYC Star 299,2013,Transit,2326.367,0.872,0.698,3.4401,4829.0,1.469,1.004,339.3,0.77,1.816,0,TESS
PYC-2015-0950,PYC Star 251,2015,Transit,469.959,1.296,1.185,1.3502,5676.0,1.132,1.487,172.8,0.819,1.933,1,Kepler
PYC-2003-0951,PYC Star 772,2003,Transit,0.804,4.226,36.55,0.0153,4419.0,0.953,0.737,50.1,0.418,0.986,0,Kepler
PYC-2000-0952,PYC Star 586,2000,Transit,1.652,10.867,262.657,0.0268,2955.0,1.019,0.945,34.9,0.2,0.472,0,WASP
PYC-2006-0953,PYC Star 340,2006,Transit,0.507,1.571,5.786,0.012,5364.0,1.708,0.906,253.6,1.104,2.605,0,K2
PYC-1995-0954,PYC Star 190,1995,Microlensing,1.373,1.898,11.496,0.0198,4828.0,0.41,0.547,59.9,0.215,0.507,0,OGLE
PYC-2003-0955,PYC Star 023,2003,Radial Velocity,45.038,1.257,1.476,0.2739,4368.0,1.248,1.351,243.9,0.535,1.263,0,Kepler
PYC-2020-0956,PYC Star 035,2020,Radial Velocity,0.793,8.427,184.433,0.019,4430.0,0.643,1.451,9.5,0.284,0.669,0,K2
PYC-2017-0957,PYC Star 625,2017,Transit,0.682,11.52,974.399,0.0141,5166.0,1.305,0.801,129.6,0.782,1.846,0,K2
PYC-2020-0958,PYC Star 238,2020,Transit,1.148,0.536,0.363,0.0242,4067.0,0.683,1.434,61.8,0.254,0.599,0,TESS
PYC-2017-0959,PYC Star 738,2017,Transit,157.065,11.478,326.306,0.4736,5138.0,1.237,0.574,28.9,0.734,1.731,0,TESS
PYC-2003-0960,PYC Star 761,2003,Transit,0.475,11.617,545.862,0.012,5870.0,0.448,1.008,126.2,0.347,0.819,0,K2
PYC-2020-0961,PYC Star 406,2020,Transit,2287.813,3.056,17.732,3.3483,6654.0,0.42,0.957,20.9,0.418,0.986,0,K2
PYC-2012-0962,PYC Star 270,2012,Transit,11.957,1.89,3.56,0.1034,6064.0,0.855,1.031,61.8,0.707,1.668,0,Kepler
PYC-2006-0963,PYC Star 156,2006,Transit,8.06,8.096,278.83,0.0794,4946.0,1.717,1.029,52.5,0.943,2.227,0,TESS
PYC-2018-0964,PYC Star 231,2018,Microlensing,27.669,1.008,0.719,0.1774,5032.0,1.146,0.973,288.3,0.652,1.538,0,TESS
PYC-2012-0965,PYC Star 554,2012,Transit,40.626,1.221,1.283,0.2211,4440.0,1.142,0.873,153.8,0.506,1.193,0,K2
PYC-2007-0966,PYC Star 680,2007,Microlensing,16.968,1.333,2.006,0.1276,4381.0,1.325,0.963,264.1,0.571,1.349,0,Kepler
PYC-2012-0967,PYC Star 664,2012,Transit,30.662,2.134,3.41,0.2248,5585.0,0.753,1.611,168.0,0.527,1.245,0,HIRES
PYC-2018-0968,PYC Star 862,2018,Transit,8.29,2.36,3.335,0.0749,4523.0,1.185,0.817,21.3,0.545,1.285,0,Kepler
PYC-2019-0969,PYC Star 589,2019,Transit,7.077,6.383,196.064,0.0939,5129.0,0.693,2.202,76.0,0.41,0.967,0,SPITZER
PYC-2022-0970,PYC Star 457,2022,Transit,0.51,0.961,0.623,0.0116,3934.0,0.781,0.801,9.8,0.272,0.641,0,Kepler
PYC-2020-0971,PYC Star 320,2020,Transit,160.446,0.884,2.113,0.5943,6033.0,0.826,1.088,12.7,0.676,1.595,0,Other
PYC-2015-0972,PYC Star 303,2015,Transit,98.634,9.202,859.594,0.4466,4510.0,0.704,1.221,28.6,0.322,0.759,0,TESS
PYC-2013-0973,PYC Star 332,2013,Microlensing,156.236,1.369,1.755,0.5487,5779.0,0.874,0.903,84.8,0.656,1.547,0,TESS
PYC-2011-0974,PYC Star 791,2011,Transit,1772.989,8.202,765.811,3.3686,4167.0,0.803,1.622,86.6,0.313,0.739,0,Kepler
PYC-2009-0975,PYC Star 494,2009,Transit,27.245,1.268,2.965,0.1888,4119.0,0.655,1.21,150.8,0.249,0.589,0,SPITZER
PYC-2009-0976,PYC Star 199,2009,Transit,1044.659,1.418,1.795,1.9673,5995.0,0.845,0.931,29.1,0.682,1.61,0,Kepler
PYC-2015-0977,PYC Star 174,2015,Transit,21.007,0.84,0.175,0.1748,4237.0,0.965,1.616,81.6,0.389,0.918,0,HAT-P
PYC-2010-0978,PYC Star 026,2010,Transit,28.369,10.545,644.633,0.1617,3389.0,0.549,0.701,183.1,0.142,0.334,0,Kepler
PYC-2011-0979,PYC Star 761,2011,Transit,113.446,14.901,1140.673,0.4294,3864.0,1.086,0.82,86.0,0.364,0.86,0,TESS
PYC-2006-0980,PYC Star 198,2006,Pulsar Timing,2.746,12.988,974.665,0.041,5571.0,0.721,1.218,160.8,0.503,1.186,0,HAT-P
PYC-2016-0981,PYC Star 092,2016,Radial Velocity,2.782,2.588,10.565,0.0425,5485.0,0.984,1.324,122.4,0.665,1.569,0,TESS
PYC-2020-0982,PYC Star 261,2020,Radial Velocity,37.817,2.247,4.632,0.229,4114.0,0.667,1.12,104.0,0.254,0.599,0,CoRoT
PYC-1998-0983,PYC Star 438,1998,Transit,0.738,4.88,49.793,0.0157,4231.0,1.444,0.956,93.7,0.581,1.371,0,HAT-P
PYC-2019-0984,PYC Star 863,2019,Transit,3.305,2.463,14.834,0.0422,5406.0,1.384,0.916,250.2,0.908,2.144,0,TESS
PYC-2024-0985,PYC Star 773,2024,Microlensing,474.877,11.698,501.382,1.3593,5984.0,0.561,1.486,54.4,0.452,1.066,0,Kepler
PYC-2014-0986,PYC Star 154,2014,Transit,25.064,5.209,60.985,0.1724,4738.0,1.14,1.088,213.0,0.575,1.357,0,K2
PYC-2019-0987,PYC Star 476,2019,Transit,0.507,2.077,3.13,0.0112,5299.0,1.725,0.737,124.0,1.088,2.568,0,HAT-P
PYC-2017-0988,PYC Star 741,2017,Transit,0.688,0.425,0.113,0.0137,5586.0,0.587,0.722,149.5,0.412,0.972,0,Kepler
PYC-2010-0989,PYC Star 685,2010,Radial Velocity,1462.98,2.62,7.02,3.0092,6738.0,0.609,1.698,35.5,0.621,1.465,0,CoRoT
PYC-2005-0990,PYC Star 423,2005,Transit,2038.931,2.706,21.055,2.8937,3760.0,1.253,0.778,204.8,0.398,0.939,0,Kepler
PYC-2019-0991,PYC Star 216,2019,Radial Velocity,122.005,3.26,14.963,0.497,4198.0,0.5,1.1,92.1,0.198,0.467,0,SPITZER
